Период;Подразделение;Группа;СтатьяPL;Тип;Авто;СуммаPL;СуммаАДР;Разница;Δ_%;Статус
2026-01;Крушинка;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Общепроизводственные затраты;Курьерские и почтовые;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Общепроизводственные затраты;Канцтовары;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Маркетинговые затраты;Реклама;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;ЗП управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Начисления на управленчискую зарплату;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;ЗП РМ;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Удержание с зарплаты РМ;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Начисления на зарплату PM;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Премия управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Телекомуникационные услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Транспортные затраты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Аренда офиса с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Затраты на коммандировки управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Юридические услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Услуги банков;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Затраты на обучение персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Затраты по корпоративной культуре;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Налоги и сборы;НДС/ Прочие налоги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Финансовая деятельность;Финансовый доход;Доход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Финансовая деятельность;Финансовые расходы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Финансовая деятельность;Затраты на налог на прибыль;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Финансовая деятельность;Дивиденды;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Крушинка;Административные затраты;Штраф/ мат помощь;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Операционный доход;Выручка от продаж (товаров, работ, услуг);Доход;;15783892.21;43895493.46;-28111601.25;-64.04;DATA_GAP
2026-01;Глобино-2;Операционный доход;Доход от прочей операционной деятельности;Доход;;36890699.93;0.00;36890699.93;100.00;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);ЗП производственного персонала;Расход;;222272.45;204794.95;17477.50;8.53;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты производственного персонала;Расход;;62488.69;66226.19;-3737.50;-5.64;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату производственного персонала;Расход;;59771.79;62735.24;-2963.45;-4.72;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Зарплата ИТР;Расход;;577904.97;624166.66;-46261.69;-7.41;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты ИТР;Расход;;70201.28;70201.28;0.00;0.00;OK
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату ИТР;Расход;;66599.04;66599.04;0.00;0.00;OK
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);ЗП подсобников;Расход;;202400.00;202400.00;0.00;0.00;OK
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Оплата за выполненные работы;Расход;;2513785.88;1462971.16;1050814.72;71.83;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Премия производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;206579.99;302996.21;-96416.22;-31.82;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;29140.00;0.00;29140.00;100.00;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;114934.24;95778.53;19155.71;20.00;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;1165669.27;1165753.23;-83.96;-0.01;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;1794245.60;1531333.33;262912.27;17.17;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Аренда вагончика;Расход;;66880.00;65600.00;1280.00;1.95;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Логистические затраты;Расход;;91924.26;36494.22;55430.04;151.89;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);МШП;Расход;;149257.09;121942.30;27314.79;22.40;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Строительные материалы;Расход;;28840016.03;1266371.84;27573644.19;2177.37;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Ремонты;Расход;;56224.80;47764.00;8460.80;17.71;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Прочие производственные затраты;Расход;;15000.00;-0.01;15000.01;100.00;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Командировочные производственного персонала;Расход;;37000.00;0.00;37000.00;100.00;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Аренда квартиры с коммунальными платежами;Расход;;265592.24;265592.24;0.00;0.00;OK
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Транспортные затраты производственного персонала;Расход;;6000.00;0.00;6000.00;100.00;DATA_GAP
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Разрешительная документация;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Себестоимость проданой продукции (переменные производственные затраты);Представительские затраты;Расход;;7300.00;0.00;7300.00;100.00;DATA_GAP
2026-01;Глобино-2;Дополнительные  расходы;Расход от ивест. Деятельности (ОС);Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Общепроизводственные затраты;Благоустройство офиса;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Общепроизводственные затраты;Хозтовары и материалы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Общепроизводственные затраты;ИТ расходы;Расход;;1100.00;0.00;1100.00;100.00;DATA_GAP
2026-01;Глобино-2;Общепроизводственные затраты;Питьевая вода;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Общепроизводственные затраты;Курьерские и почтовые;Расход;;1850.70;1542.25;308.45;20.00;DATA_GAP
2026-01;Глобино-2;Общепроизводственные затраты;Канцтовары;Расход;;1258.08;0.00;1258.08;100.00;DATA_GAP
2026-01;Глобино-2;Маркетинговые затраты;Реклама;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;ЗП управленческого персонала;Расход;;137705.00;153811.76;-16106.76;-10.47;DATA_GAP
2026-01;Глобино-2;Административные затраты;Начисления на управленчискую зарплату;Расход;;16830.00;16830.00;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;17595.00;17595.00;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;ЗП РМ;Расход;;135002.86;135000.00;2.86;0.00;DATA_GAP
2026-01;Глобино-2;Административные затраты;Удержание с зарплаты РМ;Расход;;15174.88;15174.88;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;Начисления на зарплату PM;Расход;;13965.10;13965.10;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;Премия управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;Телекомуникационные услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;Транспортные затраты управленческого персонала;Расход;;10306.88;0.00;10306.88;100.00;DATA_GAP
2026-01;Глобино-2;Административные затраты;Аренда офиса с коммунальными платежами;Расход;;0.00;16754.00;-16754.00;-100.00;DATA_GAP
2026-01;Глобино-2;Административные затраты;Затраты на коммандировки управленческого персонала;Расход;;4800.00;12800.00;-8000.00;-62.50;DATA_GAP
2026-01;Глобино-2;Административные затраты;Юридические услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;Услуги;Расход;;38829.86;349027.00;-310197.14;-88.87;DATA_GAP
2026-01;Глобино-2;Административные затраты;Услуги банков;Расход;;90625.00;0.00;90625.00;100.00;DATA_GAP
2026-01;Глобино-2;Административные затраты;Затраты на обучение персонала;Расход;;62250.00;0.00;62250.00;100.00;DATA_GAP
2026-01;Глобино-2;Административные затраты;Затраты по корпоративной культуре;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Налоги и сборы;НДС/ Прочие налоги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Финансовая деятельность;Финансовый доход;Доход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Финансовая деятельность;Финансовые расходы;Расход;;594591.51;0.00;594591.51;100.00;DATA_GAP
2026-01;Глобино-2;Финансовая деятельность;Затраты на налог на прибыль;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Финансовая деятельность;Дивиденды;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Глобино-2;Административные затраты;Штраф/ мат помощь;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Операционный доход;Выручка от продаж (товаров, работ, услуг);Доход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);ЗП производственного персонала;Расход;;300150.01;0.00;300150.01;100.00;DATA_GAP
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты производственного персонала;Расход;;13383.16;0.00;13383.16;100.00;DATA_GAP
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату производственного персонала;Расход;;11633.33;0.00;11633.33;100.00;DATA_GAP
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Зарплата ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);ЗП подсобников;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Оплата за выполненные работы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Премия производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Аренда вагончика;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Логистические затраты;Расход;;23400.00;0.00;23400.00;100.00;DATA_GAP
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);МШП;Расход;;1060.20;1046.25;13.95;1.33;DATA_GAP
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Строительные материалы;Расход;;0.00;883.50;-883.50;-100.00;DATA_GAP
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Ремонты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Прочие производственные затраты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Командировочные производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Аренда квартиры с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Транспортные затраты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Себестоимость проданой продукции (переменные производственные затраты);Разрешительная документация;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Дополнительные  расходы;Расход от ивест. Деятельности (ОС);Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Общепроизводственные затраты;Благоустройство офиса;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Общепроизводственные затраты;Хозтовары и материалы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Общепроизводственные затраты;ИТ расходы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Общепроизводственные затраты;Питьевая вода;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Общепроизводственные затраты;Курьерские и почтовые;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Общепроизводственные затраты;Канцтовары;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Маркетинговые затраты;Реклама;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;ЗП управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Начисления на управленчискую зарплату;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;ЗП РМ;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Удержание с зарплаты РМ;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Начисления на зарплату PM;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Премия управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Телекомуникационные услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Транспортные затраты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Аренда офиса с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Затраты на коммандировки управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Юридические услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Услуги банков;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Затраты на обучение персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Затраты по корпоративной культуре;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Налоги и сборы;НДС/ Прочие налоги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Финансовая деятельность;Финансовый доход;Доход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Финансовая деятельность;Финансовые расходы;Расход;;30395.84;0.00;30395.84;100.00;DATA_GAP
2026-01;МК Глобино;Финансовая деятельность;Затраты на налог на прибыль;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Финансовая деятельность;Дивиденды;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;МК Глобино;Административные затраты;Штраф;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Операционный доход;Выручка от продаж (товаров, работ, услуг);Доход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);ЗП производственного персонала;Расход;;97200.00;97200.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Зарплата ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);ЗП подсобников;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Оплата за выполненные работы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Премия производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Аренда вагончика;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Логистические затраты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);МШП;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Строительные материалы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Ремонты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Прочие производственные затраты;Расход;;0.00;-0.01;0.01;0.00;DATA_GAP
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Командировочные производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Аренда квартиры с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Транспортные затраты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Себестоимость проданой продукции (переменные производственные затраты);Разрешительная документация;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Дополнительные  расходы;Расход от ивест. Деятельности (ОС);Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Общепроизводственные затраты;Благоустройство офиса;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Общепроизводственные затраты;Хозтовары и материалы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Общепроизводственные затраты;ИТ расходы;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Общепроизводственные затраты;Питьевая вода;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Общепроизводственные затраты;Курьерские и почтовые;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Общепроизводственные затраты;Канцтовары;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Маркетинговые затраты;Реклама;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;ЗП управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Начисления на управленчискую зарплату;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;ЗП РМ;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Удержание с зарплаты РМ;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Начисления на зарплату PM;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Премия управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Телекомуникационные услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Транспортные затраты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Аренда офиса с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Затраты на коммандировки управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Юридические услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Услуги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Услуги банков;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Затраты на обучение персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Затраты по корпоративной культуре;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Налоги и сборы;НДС/ Прочие налоги;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Финансовая деятельность;Финансовый доход;Доход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Финансовая деятельность;Финансовые расходы;Расход;;11460.68;0.00;11460.68;100.00;DATA_GAP
2026-01;Кернел Кухня;Финансовая деятельность;Затраты на налог на прибыль;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Финансовая деятельность;Дивиденды;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Кернел Кухня;Административные затраты;Штраф;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Операционный доход;Выручка от продаж (товаров, работ, услуг);Доход;;0.00;23208.90;-23208.90;-100.00;DATA_GAP
2026-01;Ретал.ГПУ;Операционный доход;Доход от прочей операционной деятельности;Доход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);ЗП производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Зарплата ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);ЗП подсобников;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Оплата за выполненные работы;Расход;;0.00;23000.00;-23000.00;-100.00;DATA_GAP
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Премия производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;0.00;0.00;0.00;0.00;OK
2026-01;Ретал.ГПУ;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;0.00;0.00;0.00;0.00;OK
